2.000000	3.000000
2.012346	3.000000
2.018518	3.010691
2.024691	3.000000
2.037037	3.000000
2.043210	3.010691
2.037037	3.021383
2.049382	3.021383
2.055555	3.032074
2.061728	3.021383
2.074073	3.021383
2.067901	3.010691
2.074074	3.000000
2.086420	3.000000
2.092592	3.010691
2.098765	3.000000
2.111111	3.000000
2.117284	3.010691
2.111112	3.021383
2.123457	3.021383
2.129630	3.032074
2.123458	3.042765
2.111113	3.042766
2.117285	3.053457
2.111113	3.064148
2.123458	3.064148
2.129631	3.074839
2.135803	3.064148
2.148148	3.064148
2.154321	3.074839
2.148149	3.085531
2.160494	3.085531
2.166667	3.096222
2.172840	3.085531
2.185185	3.085530
2.179012	3.074839
2.185185	3.064148
2.197530	3.064148
2.203703	3.074839
2.209876	3.064148
2.222221	3.064148
2.216049	3.053457
2.222221	3.042766
2.209876	3.042765
2.203704	3.032074
2.209877	3.021383
2.222222	3.021382
2.216049	3.010691
2.222222	3.000000
2.234568	3.000000
2.240741	3.010691
2.246913	3.000000
2.259259	3.000000
2.265432	3.010691
2.259259	3.021383
2.271604	3.021383
2.277777	3.032074
2.283950	3.021383
2.296295	3.021383
2.290123	3.010691
2.296296	3.000000
2.308642	3.000000
2.314815	3.010691
2.320987	3.000000
2.333333	3.000000
2.339506	3.010691
2.333334	3.021383
2.345679	3.021383
2.351852	3.032074
2.345680	3.042765
2.333335	3.042766
2.339507	3.053457
2.333335	3.064148
2.345680	3.064148
2.351852	3.074839
2.358025	3.064148
2.370370	3.064148
2.376543	3.074839
2.370371	3.085531
2.382716	3.085531
2.388889	3.096222
2.382717	3.106913
2.370372	3.106914
2.376544	3.117604
2.370372	3.128296
2.358027	3.128297
2.351854	3.117606
2.345682	3.128297
2.333337	3.128298
2.339510	3.138989
2.333338	3.149680
2.345682	3.149680
2.351855	3.160371
2.345683	3.171062
2.333338	3.171063
2.339510	3.181754
2.333338	3.192445
2.345683	3.192445
2.351856	3.203136
2.358028	3.192445
2.370373	3.192445
2.376546	3.203136
2.370373	3.213827
2.382718	3.213827
2.388891	3.224518
2.395064	3.213827
2.407408	3.213827
2.401236	3.203136
2.407409	3.192445
2.419754	3.192445
2.425926	3.203136
2.432099	3.192445
2.444444	3.192445
2.450617	3.203136
2.444445	3.213828
2.456790	3.213828
2.462963	3.224519
2.456791	3.235210
2.444446	3.235211
2.450619	3.245902
2.444446	3.256593
2.456791	3.256593
2.462964	3.267284
2.469136	3.256593
2.481481	3.256593
2.487654	3.267284
2.481482	3.277976
2.493827	3.277976
