2.000000	3.000000
2.037037	3.000000
2.055555	3.032074
2.074074	3.000000
2.111111	3.000000
2.129630	3.032074
2.111113	3.064148
2.148148	3.064148
2.166667	3.096222
2.185185	3.064148
2.222221	3.064148
2.203704	3.032074
2.222222	3.000000
2.259259	3.000000
2.277777	3.032074
2.296296	3.000000
2.333333	3.000000
2.351852	3.032074
2.333335	3.064148
2.370370	3.064148
2.388889	3.096222
2.370372	3.128296
2.333337	3.128298
2.351855	3.160371
2.333338	3.192445
2.370373	3.192445
2.388891	3.224518
2.407409	3.192445
2.444444	3.192445
2.462963	3.224519
2.444446	3.256593
2.481481	3.256593
2.500000	3.288667
2.518519	3.256593
2.555554	3.256593
2.537037	3.224519
2.555556	3.192445
2.592591	3.192445
2.611109	3.224518
2.629627	3.192445
2.666662	3.192445
2.648145	3.160371
2.666663	3.128298
2.629628	3.128296
2.611111	3.096222
2.629630	3.064148
2.666665	3.064148
2.648148	3.032074
2.666667	3.000000
2.703704	3.000000
2.722222	3.032074
2.740741	3.000000
2.777778	3.000000
2.796296	3.032074
2.777780	3.064148
2.814815	3.064148
2.833333	3.096222
2.851852	3.064148
2.888887	3.064148
2.870370	3.032074
2.888889	3.000000
2.925926	3.000000
2.944444	3.032074
2.962963	3.000000
3.000000	3.000000
2.981481	2.967926
2.999998	2.935852
2.962963	2.935852
2.944444	2.903778
2.962961	2.871704
2.999996	2.871702
2.981478	2.839629
2.999995	2.807555
2.962960	2.807555
2.944442	2.775482
2.925924	2.807555
2.888889	2.807555
2.870370	2.775481
2.888887	2.743407
2.851852	2.743407
2.833333	2.711333
2.851850	2.679259
2.888885	2.679258
2.870367	2.647185
2.888884	2.615111
2.925918	2.615110
2.944437	2.647181
2.962953	2.615108
2.999987	2.615107
2.981469	2.583034
2.999985	2.550962
2.962952	2.550962
2.944434	2.518889
2.962951	2.486815
2.999985	2.486814
2.981468	2.454741
2.999985	2.422667
2.962950	2.422667
2.944432	2.390594
2.925914	2.422667
2.888879	2.422667
2.870361	2.390594
2.888877	2.358522
2.851844	2.358522
2.833326	2.326449
2.814808	2.358522
2.777775	2.358522
2.796291	2.390594
2.777773	2.422667
2.740738	2.422667
2.722220	2.390594
2.703702	2.422667
2.666667	2.422667
2.648148	2.390593
2.666665	2.358519
2.629630	2.358519
2.611111	2.326445
2.629628	2.294371
2.666663	2.294369
2.648145	2.262296
2.666662	2.230222
2.629627	2.230222
2.611109	2.198149
2.592591	2.230222
2.555556	2.230222
2.537037	2.198148
2.555554	2.166074
2.518519	2.166074
2.500000	2.134000
2.481481	2.166074
2.444446	2.166074
2.462963	2.198148
2.444444	2.230222
2.407409	2.230222
2.388891	2.198149
2.370373	2.230222
2.333338	2.230222
2.351855	2.262296
2.333337	2.294369
2.370372	2.294371
2.388889	2.326445
2.370370	2.358519
2.333335	2.358519
2.351852	2.390593
2.333333	2.422667
2.296298	2.422667
2.277780	2.390594
2.259262	2.422667
2.222227	2.422667
2.203709	2.390594
2.222225	2.358521
2.185192	2.358522
2.166674	2.326449
2.148156	2.358522
2.111122	2.358522
2.129639	2.390594
2.111121	2.422667
2.074086	2.422667
2.055568	2.390594
2.037050	2.422667
2.000015	2.422667
2.018532	2.454741
2.000015	2.486814
2.037049	2.486815
2.055566	2.518889
2.037048	2.550962
2.000015	2.550962
2.018531	2.583034
2.000013	2.615107
2.037047	2.615108
2.055563	2.647181
2.074082	2.615110
2.111116	2.615111
2.129633	2.647185
2.111115	2.679258
2.148150	2.679259
2.166667	2.711333
2.148148	2.743407
2.111113	2.743407
2.129630	2.775481
2.111111	2.807555
2.074076	2.807555
2.055558	2.775482
2.037040	2.807555
2.000005	2.807555
2.018522	2.839629
2.000004	2.871702
2.037039	2.871704
2.055556	2.903778
2.037037	2.935852
2.000002	2.935852
2.018519	2.967926
2.000000	3.000000
